NOC,Sport,Event,TotalMedals,GoldMedals,SportEvent,rank
PHI,Weightlifting,Women's 55kg,1,1,Weightlifting - Women's 55kg,3
PHI,Boxing,Men's Middle (69-75kg),1,0,Boxing - Men's Middle (69-75kg),4
PHI,Artistic Gymnastics,Men's Vault,1,1,Artistic Gymnastics - Men's Vault,5
POL,Volleyball,Men,13,0,Volleyball - Men,1
POL,Athletics,4 x 400m Relay Mixed Team,11,11,Athletics - 4 x 400m Relay Mixed Team,2
POL,Athletics,Women's 4 x 400m Relay Team,5,0,Athletics - Women's 4 x 400m Relay Team,3
POL,Rowing,Rowing Women's Quadruple Sculls,4,0,Rowing - Rowing Women's Quadruple Sculls,4
POL,Rowing,Men's Quadruple Sculls,4,0,Rowing - Men's Quadruple Sculls,5
POR,Cycling Track,Men's Madison,2,2,Cycling Track - Men's Madison,1
POR,Athletics,Men's Triple Jump,2,1,Athletics - Men's Triple Jump,2
POR,Judo,Judo Women's Lightweight,1,0,Judo - Judo Women's Lightweight,3
POR,Athletics,Women's Triple Jump,1,0,Athletics - Women's Triple Jump,4
POR,Canoe Sprint,Men's Kayak Single 1000m,1,0,Canoe Sprint - Men's Kayak Single 1000m,5
PRK,Diving,Women's Synchronised 10m Platform,2,0,Diving - Women's Synchronised 10m Platform,1
PRK,Table Tennis,Mixed Doubles,2,0,Table Tennis - Mixed Doubles,2
PRK,Weightlifting,Weightlifting Women's Middleweight,1,0,Weightlifting - Weightlifting Women's Middleweight,3
PRK,Table Tennis,Table Tennis Women's Singles,1,0,Table Tennis - Table Tennis Women's Singles,4
PRK,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0,"Shooting - Shooting Men's Free Pistol, 50 metres",5
PUR,Athletics,Women's 100m Hurdles,2,1,Athletics - Women's 100m Hurdles,1
PUR,Tennis,Tennis Women's Singles,1,1,Tennis - Tennis Women's Singles,2
PUR,Wrestling,Men's Freestyle 65kg,1,0,Wrestling - Men's Freestyle 65kg,3
QAT,Beach Volleyball,Men Team,2,0,Beach Volleyball - Men Team,1
QAT,Athletics,Men's High Jump,2,1,Athletics - Men's High Jump,2
QAT,Athletics,Athletics Men's High Jump,1,0,Athletics - Athletics Men's High Jump,3
QAT,Weightlifting,Men's 96kg,1,1,Weightlifting - Men's 96kg,4
ROC,Handball,Women Team,15,0,Handball - Women Team,1
ROC,Volleyball,Men Team,12,0,Volleyball - Men Team,2
ROC,Artistic Swimming,Team,8,8,Artistic Swimming - Team,3
ROC,Swimming,Men's 4 x 200m Freestyle Relay Team,6,0,Swimming - Men's 4 x 200m Freestyle Relay Team,4
ROC,Rhythmic Gymnastics,Group All-Around Team,5,0,Rhythmic Gymnastics - Group All-Around Team,5
ROU,Rowing,Rowing Women's Coxed Eights,9,0,Rowing - Rowing Women's Coxed Eights,1
ROU,Rowing,Women's Eight,9,9,Rowing - Women's Eight,2
ROU,Fencing,"Fencing Women's epee, Team",4,4,"Fencing - Fencing Women's epee, Team",3
ROU,Rowing,Men's Four Team,4,0,Rowing - Men's Four Team,4
ROU,Tennis,Tennis Men's Doubles,2,0,Tennis - Tennis Men's Doubles,5
RSA,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,13,0,Rugby Sevens - Rugby Sevens Men's Rugby Sevens,1
RSA,Rugby Sevens,Men,13,0,Rugby Sevens - Men,2
RSA,Athletics,Men's 4 x 100m Relay,4,0,Athletics - Men's 4 x 100m Relay,3
RSA,Rowing,Rowing Men's Coxless Pairs,2,0,Rowing - Rowing Men's Coxless Pairs,4
RSA,Swimming,Women's 100m Breaststroke,2,1,Swimming - Women's 100m Breaststroke,5
RUS,Handball,Handball Women's Handball,15,15,Handball - Handball Women's Handball,1
RUS,Water Polo,Water Polo Women's Water Polo,13,0,Water Polo - Water Polo Women's Water Polo,2
RUS,Synchronized Swimming,Synchronized Swimming Women's Team,9,9,Synchronized Swimming - Synchronized Swimming Women's Team,3
RUS,Gymnastics,Gymnastics Men's Team All-Around,5,0,Gymnastics - Gymnastics Men's Team All-Around,4
RUS,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,5,5,Rhythmic Gymnastics - Rhythmic Gymnastics Women's Group,5
SGP,Swimming,Swimming Men's 100 metres Butterfly,1,1,Swimming - Swimming Men's 100 metres Butterfly,1
SGP,Sailing,Men's Kite,1,0,Sailing - Men's Kite,2
SLO,Judo,Women -63 kg,2,1,Judo - Women -63 kg,1
SLO,Canoeing,"Canoeing Men's Kayak Singles, Slalom",1,0,"Canoeing - Canoeing Men's Kayak Singles, Slalom",2
SLO,Judo,Judo Women's Half-Middleweight,1,1,Judo - Judo Women's Half-Middleweight,3
SLO,Judo,Judo Women's Half-Heavyweight,1,0,Judo - Judo Women's Half-Heavyweight,4
SLO,Cycling Road,Men's Road Race,1,0,Cycling Road - Men's Road Race,5
SMR,Shooting,Trap Mixed Team,2,0,Shooting - Trap Mixed Team,1
SMR,Wrestling,Men's Freestyle 86kg,1,0,Wrestling - Men's Freestyle 86kg,2
SMR,Shooting,Trap Women,1,0,Shooting - Trap Women,3
SRB,Water Polo,Water Polo Men's Water Polo,13,13,Water Polo - Water Polo Men's Water Polo,1
SRB,Water Polo,Men Team,13,13,Water Polo - Men Team,2
SRB,Water Polo,Men,13,13,Water Polo - Men,3
SRB,Basketball,Basketball Men's Basketball,12,0,Basketball - Basketball Men's Basketball,4
SRB,Volleyball,Volleyball Women's Volleyball,12,0,Volleyball - Volleyball Women's Volleyball,5
SUI,Rowing,Rowing Men's Lightweight Coxless Fours,4,4,Rowing - Rowing Men's Lightweight Coxless Fours,1
SUI,Cycling Mountain Bike,Women's Cross-country,3,1,Cycling Mountain Bike - Women's Cross-country,2
SUI,Tennis,Tennis Women's Doubles,2,0,Tennis - Tennis Women's Doubles,3
SUI,Beach Volleyball,Women,2,0,Beach Volleyball - Women,4
SUI,Tennis,Women's Doubles Team,2,0,Tennis - Women's Doubles Team,5
SVK,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",4,0,"Canoeing - Canoeing Men's Kayak Fours, 1,000 metres",1
SVK,Canoe Sprint,Men's Kayak Four 500m Team,4,0,Canoe Sprint - Men's Kayak Four 500m Team,2
SVK,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",2,2,"Canoeing - Canoeing Men's Canadian Doubles, Slalom",3
SVK,Canoeing,"Canoeing Men's Canadian Singles, Slalom",1,0,"Canoeing - Canoeing Men's Canadian Singles, Slalom",4
SVK,Athletics,Athletics Men's 50 kilometres Walk,1,1,Athletics - Athletics Men's 50 kilometres Walk,5
SWE,Football,Women Team,22,0,Football - Women Team,1
SWE,Football,Football Women's Football,18,0,Football - Football Women's Football,2
SWE,Equestrian,Jumping Team,4,4,Equestrian - Jumping Team,3
SWE,Table Tennis,Men's Team,3,0,Table Tennis - Men's Team,4
SWE,Sailing,Men's Two Person Dinghy - 470 Team,2,0,Sailing - Men's Two Person Dinghy - 470 Team,5
SYR,Weightlifting,Men's +109kg,1,0,Weightlifting - Men's +109kg,1
THA,Weightlifting,Weightlifting Women's Lightweight,2,1,Weightlifting - Weightlifting Women's Lightweight,1
THA,Taekwondo,Women -49kg,2,2,Taekwondo - Women -49kg,2
THA,Taekwondo,Taekwondo Men's Flyweight,1,0,Taekwondo - Taekwondo Men's Flyweight,3
THA,Weightlifting,Weightlifting Men's Bantamweight,1,0,Weightlifting - Weightlifting Men's Bantamweight,4
THA,Weightlifting,Weightlifting Women's Flyweight,1,1,Weightlifting - Weightlifting Women's Flyweight,5
TJK,Athletics,Athletics Men's Hammer Throw,1,1,Athletics - Athletics Men's Hammer Throw,1
TJK,Judo,Men -81 kg,1,0,Judo - Men -81 kg,2
TJK,Boxing,Men's 92kg,1,0,Boxing - Men's 92kg,3
TJK,Judo,Men +100 kg,1,0,Judo - Men +100 kg,4
TKM,Weightlifting,Women's 59kg,1,0,Weightlifting - Women's 59kg,1
TPE,Archery,Archery Women's Team,3,0,Archery - Archery Women's Team,1
TPE,Archery,Men's Team,3,0,Archery - Men's Team,2
TPE,Badminton,Men's Doubles Team,2,2,Badminton - Men's Doubles Team,3
TPE,Weightlifting,Women's 59kg,2,1,Weightlifting - Women's 59kg,4
TPE,Badminton,Men's Doubles,2,2,Badminton - Men's Doubles,5
TTO,Athletics,Athletics Men's Javelin Throw,1,0,Athletics - Athletics Men's Javelin Throw,1
TUN,Taekwondo,Men -58kg,2,0,Taekwondo - Men -58kg,1
TUN,Wrestling,"Wrestling Women's Lightweight, Freestyle",1,0,"Wrestling - Wrestling Women's Lightweight, Freestyle",2
TUN,Fencing,"Fencing Women's Foil, Individual",1,0,"Fencing - Fencing Women's Foil, Individual",3
TUN,Taekwondo,Taekwondo Men's Welterweight,1,0,Taekwondo - Taekwondo Men's Welterweight,4
TUN,Taekwondo,Men -80kg,1,1,Taekwondo - Men -80kg,5
TUR,Archery,Men's Team,3,0,Archery - Men's Team,1
TUR,Wrestling,Men's Freestyle 125kg,2,0,Wrestling - Men's Freestyle 125kg,2
TUR,Shooting,10m Air Pistol Mixed Team,2,0,Shooting - 10m Air Pistol Mixed Team,3
TUR,Athletics,Athletics Men's 400 metres Hurdles,1,0,Athletics - Athletics Men's 400 metres Hurdles,4
TUR,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",1,1,"Wrestling - Wrestling Men's Super-Heavyweight, Freestyle",5
UAE,Judo,Judo Men's Half-Middleweight,1,0,Judo - Judo Men's Half-Middleweight,1
UGA,Athletics,"Men's 10,000m",3,1,"Athletics - Men's 10,000m",1
UGA,Athletics,Women's 3000m Steeplechase,2,1,Athletics - Women's 3000m Steeplechase,2
UGA,Athletics,Men's 5000m,1,1,Athletics - Men's 5000m,3
UKR,Artistic Swimming,Team,8,0,Artistic Swimming - Team,1
UKR,Fencing,"Fencing Women's Sabre, Team",4,0,"Fencing - Fencing Women's Sabre, Team",2
UKR,Fencing,Women's Sabre Team,4,4,Fencing - Women's Sabre Team,3
UKR,Athletics,Women's High Jump,3,1,Athletics - Women's High Jump,4
UKR,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",2,0,"Canoeing - Canoeing Men's Canadian Doubles, 1,000 metres",5
USA,Baseball/Softball,Baseball Team,24,0,Baseball/Softball - Baseball Team,1
USA,Football,Women Team,22,0,Football - Women Team,2
USA,Football,Women,20,20,Football - Women,3
USA,Baseball/Softball,Softball Team,15,0,Baseball/Softball - Softball Team,4
USA,Water Polo,Water Polo Women's Water Polo,13,13,Water Polo - Water Polo Women's Water Polo,5
UZB,Taekwondo,Men -68kg,2,2,Taekwondo - Men -68kg,1
UZB,Wrestling,Men's Freestyle 74kg,2,1,Wrestling - Men's Freestyle 74kg,2
UZB,Boxing,Boxing Men's Bantamweight,1,0,Boxing - Boxing Men's Bantamweight,3
UZB,Wrestling,"Wrestling Men's Heavyweight, Freestyle",1,0,"Wrestling - Wrestling Men's Heavyweight, Freestyle",4
UZB,Boxing,Boxing Men's Light-Welterweight,1,1,Boxing - Boxing Men's Light-Welterweight,5
VEN,Cycling,Cycling Women's BMX,1,0,Cycling - Cycling Women's BMX,1
VEN,Boxing,Boxing Men's Flyweight,1,0,Boxing - Boxing Men's Flyweight,2
VEN,Athletics,Athletics Women's Triple Jump,1,0,Athletics - Athletics Women's Triple Jump,3
VEN,Weightlifting,Men's 96kg,1,0,Weightlifting - Men's 96kg,4
VEN,Weightlifting,Men's 73kg,1,0,Weightlifting - Men's 73kg,5
VIE,Shooting,"Shooting Men's Air Pistol, 10 metres",1,1,"Shooting - Shooting Men's Air Pistol, 10 metres",1
VIE,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0,"Shooting - Shooting Men's Free Pistol, 50 metres",2
ZAM,Athletics,Men's 400m,1,0,Athletics - Men's 400m,1
