NOC,Sport,Event,TotalMedals,GoldMedals,SportEvent,rank
MAR,Athletics,Men's 3000m Steeplechase,2,2,Athletics - Men's 3000m Steeplechase,2
MAR,Athletics,Athletics Women's 800 metres,1,0,Athletics - Athletics Women's 800 metres,3
MAR,Athletics,Athletics Men's Marathon,1,0,Athletics - Athletics Men's Marathon,4
MAR,Athletics,"Athletics Men's 1,500 metres",1,0,"Athletics - Athletics Men's 1,500 metres",5
MAS,Badminton,Badminton Men's Singles,3,0,Badminton - Badminton Men's Singles,1
MAS,Badminton,Badminton Mixed Doubles,2,0,Badminton - Badminton Mixed Doubles,2
MAS,Diving,Diving Women's Synchronized Platform,2,0,Diving - Diving Women's Synchronized Platform,3
MAS,Badminton,Badminton Men's Doubles,2,0,Badminton - Badminton Men's Doubles,4
MAS,Badminton,Men's Doubles Team,2,0,Badminton - Men's Doubles Team,5
MDA,Canoe Sprint,Men's Canoe Single 1000m,2,0,Canoe Sprint - Men's Canoe Single 1000m,1
MDA,Weightlifting,Weightlifting Men's Middle-Heavyweight,1,0,Weightlifting - Weightlifting Men's Middle-Heavyweight,2
MDA,Boxing,Boxing Men's Bantamweight,1,0,Boxing - Boxing Men's Bantamweight,3
MDA,Weightlifting,Weightlifting Women's Featherweight,1,0,Weightlifting - Weightlifting Women's Featherweight,4
MDA,Judo,Men -66 kg,1,0,Judo - Men -66 kg,5
MEX,Football,Men Team,22,0,Football - Men Team,1
MEX,Football,Football Men's Football,16,16,Football - Football Men's Football,2
MEX,Diving,Diving Women's Synchronized Platform,4,0,Diving - Diving Women's Synchronized Platform,3
MEX,Taekwondo,Taekwondo Women's Heavyweight,3,1,Taekwondo - Taekwondo Women's Heavyweight,4
MEX,Archery,Women's Team,3,0,Archery - Women's Team,5
MGL,Judo,Judo Men's Half-Heavyweight,2,1,Judo - Judo Men's Half-Heavyweight,1
MGL,Judo,Women -48 kg,2,0,Judo - Women -48 kg,2
MGL,Boxing,Boxing Men's Bantamweight,1,1,Boxing - Boxing Men's Bantamweight,3
MGL,Boxing,Boxing Men's Lightweight,1,0,Boxing - Boxing Men's Lightweight,4
MGL,Judo,Judo Women's Lightweight,1,0,Judo - Judo Women's Lightweight,5
MKD,Taekwondo,Men +80kg,1,0,Taekwondo - Men +80kg,1
MNE,Handball,Handball Women's Handball,14,0,Handball - Handball Women's Handball,1
MRI,Boxing,Boxing Men's Bantamweight,1,0,Boxing - Boxing Men's Bantamweight,1
NAM,Athletics,Women's 200m,1,0,Athletics - Women's 200m,1
NED,Hockey,Hockey Women's Hockey,48,32,Hockey - Hockey Women's Hockey,1
NED,Rowing,Rowing Women's Coxed Eights,18,0,Rowing - Rowing Women's Coxed Eights,2
NED,Hockey,Women Team,18,18,Hockey - Women Team,3
NED,Hockey,Men,18,18,Hockey - Men,4
NED,Hockey,Hockey Men's Hockey,17,0,Hockey - Hockey Men's Hockey,5
NGR,Football,Football Men's Football,34,0,Football - Football Men's Football,1
NGR,Athletics,Athletics Women's 4 x 100 metres Relay,5,0,Athletics - Athletics Women's 4 x 100 metres Relay,2
NGR,Taekwondo,Taekwondo Men's Heavyweight,1,0,Taekwondo - Taekwondo Men's Heavyweight,3
NGR,Athletics,Athletics Women's Long Jump,1,0,Athletics - Athletics Women's Long Jump,4
NGR,Athletics,Women's Long Jump,1,0,Athletics - Women's Long Jump,5
NIG,Taekwondo,Taekwondo Men's Heavyweight,1,0,Taekwondo - Taekwondo Men's Heavyweight,1
NOR,Handball,Handball Women's Handball,42,28,Handball - Handball Women's Handball,1
NOR,Handball,Women,15,15,Handball - Women,2
NOR,Handball,Women Team,15,0,Handball - Women Team,3
NOR,Rowing,Rowing Men's Double Sculls,2,0,Rowing - Rowing Men's Double Sculls,4
NOR,Rowing,Rowing Men's Lightweight Double Sculls,2,0,Rowing - Rowing Men's Lightweight Double Sculls,5
NZL,Rugby Sevens,Men Team,13,0,Rugby Sevens - Men Team,1
NZL,Rugby Sevens,Women Team,13,13,Rugby Sevens - Women Team,2
NZL,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,12,0,Rugby Sevens - Rugby Sevens Women's Rugby Sevens,3
NZL,Rugby Sevens,Women,12,12,Rugby Sevens - Women,4
NZL,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",10,0,"Cycling - Cycling Men's Team Pursuit, 4,000 metres",5
PAK,Athletics,Men's Javelin Throw,1,1,Athletics - Men's Javelin Throw,1
PAN,Athletics,Athletics Men's Long Jump,1,1,Athletics - Athletics Men's Long Jump,1
PAN,Boxing,Women's 75kg,1,0,Boxing - Women's 75kg,2
PER,Sailing,Men's Dinghy,1,0,Sailing - Men's Dinghy,1
PHI,Weightlifting,Weightlifting Women's Featherweight,1,0,Weightlifting - Weightlifting Women's Featherweight,1
PHI,Artistic Gymnastics,Men's Floor Exercise,1,1,Artistic Gymnastics - Men's Floor Exercise,2
PHI,Weightlifting,Women's 55kg,1,1,Weightlifting - Women's 55kg,3
PHI,Boxing,Men's Middle (69-75kg),1,0,Boxing - Men's Middle (69-75kg),4
PHI,Artistic Gymnastics,Men's Vault,1,1,Artistic Gymnastics - Men's Vault,5
POL,Volleyball,Men,13,0,Volleyball - Men,1
POL,Athletics,4 x 400m Relay Mixed Team,11,11,Athletics - 4 x 400m Relay Mixed Team,2
POL,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",6,0,"Canoeing - Canoeing Women's Kayak Doubles, 500 metres",3
POL,Athletics,Women's 4 x 400m Relay Team,5,0,Athletics - Women's 4 x 400m Relay Team,4
POL,Rowing,Rowing Men's Lightweight Coxless Fours,4,0,Rowing - Rowing Men's Lightweight Coxless Fours,5
POR,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",2,0,"Canoeing - Canoeing Men's Kayak Doubles, 1,000 metres",1
POR,Cycling Track,Men's Madison,2,2,Cycling Track - Men's Madison,2
POR,Athletics,Men's Triple Jump,2,1,Athletics - Men's Triple Jump,3
POR,Athletics,Athletics Men's Triple Jump,1,1,Athletics - Athletics Men's Triple Jump,4
POR,Triathlon,Triathlon Women's Olympic Distance,1,0,Triathlon - Triathlon Women's Olympic Distance,5
PRK,Weightlifting,Weightlifting Women's Middleweight,2,1,Weightlifting - Weightlifting Women's Middleweight,1
PRK,Judo,Judo Women's Half-Lightweight,2,1,Judo - Judo Women's Half-Lightweight,2
PRK,Weightlifting,Weightlifting Men's Bantamweight,2,1,Weightlifting - Weightlifting Men's Bantamweight,3
PRK,Diving,Women's Synchronised 10m Platform,2,0,Diving - Women's Synchronised 10m Platform,4
PRK,Table Tennis,Mixed Doubles,2,0,Table Tennis - Mixed Doubles,5
PUR,Athletics,Women's 100m Hurdles,2,1,Athletics - Women's 100m Hurdles,1
PUR,Athletics,Athletics Men's 400 metres Hurdles,1,0,Athletics - Athletics Men's 400 metres Hurdles,2
PUR,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1,0,"Wrestling - Wrestling Men's Light-Heavyweight, Freestyle",3
PUR,Tennis,Tennis Women's Singles,1,1,Tennis - Tennis Women's Singles,4
PUR,Wrestling,Men's Freestyle 65kg,1,0,Wrestling - Men's Freestyle 65kg,5
QAT,Athletics,Athletics Men's High Jump,2,0,Athletics - Athletics Men's High Jump,1
QAT,Beach Volleyball,Men Team,2,0,Beach Volleyball - Men Team,2
QAT,Athletics,Men's High Jump,2,1,Athletics - Men's High Jump,3
QAT,Shooting,Shooting Men's Skeet,1,0,Shooting - Shooting Men's Skeet,4
QAT,Weightlifting,Men's 96kg,1,1,Weightlifting - Men's 96kg,5
ROC,Handball,Women Team,15,0,Handball - Women Team,1
ROC,Volleyball,Men Team,12,0,Volleyball - Men Team,2
ROC,Artistic Swimming,Team,8,8,Artistic Swimming - Team,3
ROC,Swimming,Men's 4 x 200m Freestyle Relay Team,6,0,Swimming - Men's 4 x 200m Freestyle Relay Team,4
ROC,Rhythmic Gymnastics,Group All-Around Team,5,0,Rhythmic Gymnastics - Group All-Around Team,5
ROU,Rowing,Rowing Women's Coxed Eights,18,0,Rowing - Rowing Women's Coxed Eights,1
ROU,Gymnastics,Gymnastics Women's Team All-Around,11,0,Gymnastics - Gymnastics Women's Team All-Around,2
ROU,Rowing,Women's Eight,9,9,Rowing - Women's Eight,3
ROU,Fencing,"Fencing Women's epee, Team",4,4,"Fencing - Fencing Women's epee, Team",4
ROU,Fencing,"Fencing Men's Sabre, Team",4,0,"Fencing - Fencing Men's Sabre, Team",5
RSA,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,13,0,Rugby Sevens - Rugby Sevens Men's Rugby Sevens,1
RSA,Rugby Sevens,Men,13,0,Rugby Sevens - Men,2
RSA,Rowing,Rowing Men's Lightweight Coxless Fours,4,4,Rowing - Rowing Men's Lightweight Coxless Fours,3
RSA,Athletics,Men's 4 x 100m Relay,4,0,Athletics - Men's 4 x 100m Relay,4
RSA,Rowing,Rowing Men's Coxless Pairs,2,0,Rowing - Rowing Men's Coxless Pairs,5
RUS,Handball,Handball Women's Handball,29,15,Handball - Handball Women's Handball,1
RUS,Synchronized Swimming,Synchronized Swimming Women's Team,27,27,Synchronized Swimming - Synchronized Swimming Women's Team,2
RUS,Volleyball,Volleyball Men's Volleyball,24,12,Volleyball - Volleyball Men's Volleyball,3
RUS,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,17,17,Rhythmic Gymnastics - Rhythmic Gymnastics Women's Group,4
RUS,Water Polo,Water Polo Women's Water Polo,13,0,Water Polo - Water Polo Women's Water Polo,5
SGP,Table Tennis,Table Tennis Women's Team,6,0,Table Tennis - Table Tennis Women's Team,1
SGP,Table Tennis,Table Tennis Women's Singles,1,0,Table Tennis - Table Tennis Women's Singles,2
SGP,Swimming,Swimming Men's 100 metres Butterfly,1,1,Swimming - Swimming Men's 100 metres Butterfly,3
SGP,Sailing,Men's Kite,1,0,Sailing - Men's Kite,4
SLO,Rowing,Rowing Men's Double Sculls,2,0,Rowing - Rowing Men's Double Sculls,1
SLO,Athletics,Athletics Men's Hammer Throw,2,1,Athletics - Athletics Men's Hammer Throw,2
SLO,Judo,Judo Women's Half-Middleweight,2,2,Judo - Judo Women's Half-Middleweight,3
SLO,Judo,Women -63 kg,2,1,Judo - Women -63 kg,4
SLO,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0,"Shooting - Shooting Men's Small-Bore Rifle, Prone, 50 metres",5
SMR,Shooting,Trap Mixed Team,2,0,Shooting - Trap Mixed Team,1
SMR,Wrestling,Men's Freestyle 86kg,1,0,Wrestling - Men's Freestyle 86kg,2
SMR,Shooting,Trap Women,1,0,Shooting - Trap Women,3
SRB,Water Polo,Water Polo Men's Water Polo,39,13,Water Polo - Water Polo Men's Water Polo,1
SRB,Water Polo,Men Team,13,13,Water Polo - Men Team,2
SRB,Water Polo,Men,13,13,Water Polo - Men,3
SRB,Basketball,Basketball Men's Basketball,12,0,Basketball - Basketball Men's Basketball,4
SRB,Volleyball,Volleyball Women's Volleyball,12,0,Volleyball - Volleyball Women's Volleyball,5
SUD,Athletics,Athletics Men's 800 metres,1,0,Athletics - Athletics Men's 800 metres,1
SUI,Rowing,Rowing Men's Lightweight Coxless Fours,4,4,Rowing - Rowing Men's Lightweight Coxless Fours,1
SUI,Equestrianism,"Equestrianism Mixed Jumping, Team",4,0,"Equestrianism - Equestrianism Mixed Jumping, Team",2
SUI,Cycling,"Cycling Men's Mountainbike, Cross-Country",3,1,"Cycling - Cycling Men's Mountainbike, Cross-Country",3
SUI,Cycling Mountain Bike,Women's Cross-country,3,1,Cycling Mountain Bike - Women's Cross-country,4
SUI,Cycling,Cycling Men's Individual Time Trial,2,2,Cycling - Cycling Men's Individual Time Trial,5
SVK,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",8,0,"Canoeing - Canoeing Men's Kayak Fours, 1,000 metres",1
SVK,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",6,4,"Canoeing - Canoeing Men's Canadian Doubles, Slalom",2
SVK,Canoe Sprint,Men's Kayak Four 500m Team,4,0,Canoe Sprint - Men's Kayak Four 500m Team,3
SVK,Canoeing,"Canoeing Men's Canadian Singles, Slalom",3,1,"Canoeing - Canoeing Men's Canadian Singles, Slalom",4
SVK,Shooting,Shooting Women's Trap,2,0,Shooting - Shooting Women's Trap,5
SWE,Football,Women Team,22,0,Football - Women Team,1
SWE,Football,Football Women's Football,18,0,Football - Football Women's Football,2
SWE,Handball,Handball Men's Handball,14,0,Handball - Handball Men's Handball,3
SWE,Sailing,Sailing Men's Two Person Keelboat,4,2,Sailing - Sailing Men's Two Person Keelboat,4
SWE,Equestrian,Jumping Team,4,4,Equestrian - Jumping Team,5
SYR,Weightlifting,Men's +109kg,1,0,Weightlifting - Men's +109kg,1
THA,Taekwondo,Taekwondo Women's Flyweight,3,0,Taekwondo - Taekwondo Women's Flyweight,1
THA,Weightlifting,Weightlifting Women's Lightweight,3,1,Weightlifting - Weightlifting Women's Lightweight,2
THA,Taekwondo,Women -49kg,2,2,Taekwondo - Women -49kg,3
THA,Boxing,Boxing Men's Light-Welterweight,1,0,Boxing - Boxing Men's Light-Welterweight,4
THA,Taekwondo,Taekwondo Men's Flyweight,1,0,Taekwondo - Taekwondo Men's Flyweight,5
TJK,Boxing,Boxing Women's Lightweight,1,0,Boxing - Boxing Women's Lightweight,1
TJK,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1,0,"Wrestling - Wrestling Men's Light-Heavyweight, Freestyle",2
TJK,Judo,Judo Men's Lightweight,1,0,Judo - Judo Men's Lightweight,3
TJK,Athletics,Athletics Men's Hammer Throw,1,1,Athletics - Athletics Men's Hammer Throw,4
TJK,Judo,Men -81 kg,1,0,Judo - Men -81 kg,5
TKM,Weightlifting,Women's 59kg,1,0,Weightlifting - Women's 59kg,1
TOG,Canoeing,"Canoeing Men's Kayak Singles, Slalom",1,0,"Canoeing - Canoeing Men's Kayak Singles, Slalom",1
TPE,Archery,Archery Women's Team,3,0,Archery - Archery Women's Team,1
TPE,Archery,Men's Team,3,0,Archery - Men's Team,2
TPE,Weightlifting,Weightlifting Women's Featherweight,2,1,Weightlifting - Weightlifting Women's Featherweight,3
TPE,Badminton,Men's Doubles Team,2,2,Badminton - Men's Doubles Team,4
TPE,Weightlifting,Women's 59kg,2,1,Weightlifting - Women's 59kg,5
TTO,Athletics,Athletics Men's 4 x 100 metres Relay,9,5,Athletics - Athletics Men's 4 x 100 metres Relay,1
TTO,Athletics,Athletics Men's 4 x 400 metres Relay,4,0,Athletics - Athletics Men's 4 x 400 metres Relay,2
TTO,Athletics,Athletics Men's Javelin Throw,2,1,Athletics - Athletics Men's Javelin Throw,3
TTO,Athletics,Athletics Men's 400 metres,1,0,Athletics - Athletics Men's 400 metres,4
TTO,Athletics,Athletics Men's 100 metres,1,0,Athletics - Athletics Men's 100 metres,5
TUN,Swimming,"Swimming Men's 1,500 metres Freestyle",2,1,"Swimming - Swimming Men's 1,500 metres Freestyle",1
TUN,Taekwondo,Men -58kg,2,0,Taekwondo - Men -58kg,2
TUN,Wrestling,"Wrestling Women's Lightweight, Freestyle",1,0,"Wrestling - Wrestling Women's Lightweight, Freestyle",3
TUN,Fencing,"Fencing Women's Foil, Individual",1,0,"Fencing - Fencing Women's Foil, Individual",4
TUN,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0,"Athletics - Athletics Women's 3,000 metres Steeplechase",5
TUR,Archery,Men's Team,3,0,Archery - Men's Team,1
TUR,Athletics,"Athletics Women's 1,500 metres",2,1,"Athletics - Athletics Women's 1,500 metres",2
TUR,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",2,0,"Wrestling - Wrestling Men's Super-Heavyweight, Greco-Roman",3
TUR,Taekwondo,Taekwondo Men's Featherweight,2,1,Taekwondo - Taekwondo Men's Featherweight,4
TUR,Taekwondo,Taekwondo Women's Welterweight,2,0,Taekwondo - Taekwondo Women's Welterweight,5
UAE,Judo,Judo Men's Half-Middleweight,1,0,Judo - Judo Men's Half-Middleweight,1
UGA,Athletics,"Men's 10,000m",3,1,"Athletics - Men's 10,000m",1
UGA,Athletics,Women's 3000m Steeplechase,2,1,Athletics - Women's 3000m Steeplechase,2
UGA,Athletics,Athletics Men's Marathon,1,1,Athletics - Athletics Men's Marathon,3
UGA,Athletics,Men's 5000m,1,1,Athletics - Men's 5000m,4
UKR,Fencing,"Fencing Women's Sabre, Team",8,4,"Fencing - Fencing Women's Sabre, Team",1
UKR,Artistic Swimming,Team,8,0,Artistic Swimming - Team,2
UKR,Athletics,Athletics Women's 4 x 100 metres Relay,4,0,Athletics - Athletics Women's 4 x 100 metres Relay,3
UKR,Rowing,Rowing Women's Quadruple Sculls,4,4,Rowing - Rowing Women's Quadruple Sculls,4
UKR,Fencing,Women's Sabre Team,4,4,Fencing - Women's Sabre Team,5
USA,Water Polo,Water Polo Women's Water Polo,38,25,Water Polo - Water Polo Women's Water Polo,1
USA,Basketball,Basketball Men's Basketball,36,36,Basketball - Basketball Men's Basketball,2
USA,Volleyball,Volleyball Women's Volleyball,36,0,Volleyball - Volleyball Women's Volleyball,3
USA,Basketball,Basketball Women's Basketball,36,36,Basketball - Basketball Women's Basketball,4
USA,Football,Football Women's Football,34,34,Football - Football Women's Football,5
UZB,Judo,Judo Men's Extra-Lightweight,3,0,Judo - Judo Men's Extra-Lightweight,1
UZB,Boxing,Boxing Men's Middleweight,2,0,Boxing - Boxing Men's Middleweight,2
UZB,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",2,2,"Wrestling - Wrestling Men's Super-Heavyweight, Freestyle",3
UZB,Taekwondo,Men -68kg,2,2,Taekwondo - Men -68kg,4
UZB,Wrestling,Men's Freestyle 74kg,2,1,Wrestling - Men's Freestyle 74kg,5
VEN,Taekwondo,Taekwondo Women's Flyweight,1,0,Taekwondo - Taekwondo Women's Flyweight,1
VEN,Cycling,Cycling Women's BMX,1,0,Cycling - Cycling Women's BMX,2
VEN,Boxing,Boxing Men's Flyweight,1,0,Boxing - Boxing Men's Flyweight,3
VEN,Fencing,"Fencing Men's epee, Individual",1,1,"Fencing - Fencing Men's epee, Individual",4
VEN,Athletics,Athletics Women's Triple Jump,1,0,Athletics - Athletics Women's Triple Jump,5
VIE,Shooting,"Shooting Men's Air Pistol, 10 metres",1,1,"Shooting - Shooting Men's Air Pistol, 10 metres",1
VIE,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0,"Shooting - Shooting Men's Free Pistol, 50 metres",2
VIE,Weightlifting,Weightlifting Men's Bantamweight,1,0,Weightlifting - Weightlifting Men's Bantamweight,3
ZAM,Athletics,Men's 400m,1,0,Athletics - Men's 400m,1
ZIM,Swimming,Swimming Women's 200 metres Backstroke,1,1,Swimming - Swimming Women's 200 metres Backstroke,1
ZIM,Swimming,Swimming Women's 100 metres Backstroke,1,0,Swimming - Swimming Women's 100 metres Backstroke,2
ZIM,Swimming,Swimming Women's 400 metres Individual Medley,1,0,Swimming - Swimming Women's 400 metres Individual Medley,3
ZIM,Swimming,Swimming Women's 200 metres Individual Medley,1,0,Swimming - Swimming Women's 200 metres Individual Medley,4
